CUSTNAME,GenderCode,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,AGE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,GENERATION,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15,portfolio_16,portfolio_17,portfolio_18,portfolio_19,portfolio_20,portfolio_21,portfolio_22,portfolio_23,portfolio_24,portfolio_25,portfolio_26,portfolio_27,portfolio_28,portfolio_29
Warren Marcano,Mr.,Los Angeles,VISA,13903,10894,2016-5-6 00:00:00.000,2016-5-6 12:34:24.069,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Warren Marcano,Mr.,Los Angeles,VISA,13903,10895,2016-6-2 00:00:00.000,2016-6-2 20:41:37.036,70,In-Progress,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Warren Marcano,Mr.,Los Angeles,VISA,13903,10896,2016-3-7 00:00:00.000,2016.3.7 22:22,70,Cancelled,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Urban,Mr.,Los Angeles,American Express,13904,10897,2016-11-1 00:00:00.000,2016.11.1 12:14,20,In-Progress,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Emmanuel Urban,Mr.,Los Angeles,American Express,13904,10898,2016-10-22 00:00:00.000,2016.10.22 20:42,20,Abandoned,Phone,Occasional,Gen_Z,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Emmanuel Urban,Mr.,Los Angeles,American Express,13904,10899,2016-6-17 00:00:00.000,2016.6.17 16:52,20,Cancelled,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Israel Wyatt,Mr.,Los Angeles,Master Card,13905,10900,2016-11-7 00:00:00.000,2016.11.7 17:05,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Israel Wyatt,Mr.,Los Angeles,Master Card,13905,10901,2016-2-20 00:00:00.000,2016.2.20 8:42,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmen Gulledge,Mrs.,Los Angeles,Master Card,13906,10902,2016-6-18 00:00:00.000,2016.6.18 1:45,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmen Gulledge,Mrs.,Los Angeles,Master Card,13906,10903,2016-6-20 00:00:00.000,2016.6.20 6:43,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmen Gulledge,Mrs.,Los Angeles,Master Card,13906,10904,2016-5-10 00:00:00.000,2016.5.10 23:49,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jack Trujillo,Mr.,Los Angeles,Diners Club,13907,10905,2016-6-1 00:00:00.000,2016.6.1 12:45,72,Complete,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Andrea Smith,Mrs.,Los Angeles,American Express,13908,10906,2016-12-27 00:00:00.000,2016.12.27 13:53,67,Complete,Desktop,Frequent,Baby_Boomers,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Andrea Smith,Mrs.,Los Angeles,American Express,13908,10907,2016-11-28 00:00:00.000,2016-11-28 19:30:41.092,67,Cancelled,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Andrea Smith,Mrs.,Los Angeles,American Express,13908,10908,2016-9-21 00:00:00.000,2016.9.21 19:27,67,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Andrea Smith,Mrs.,Los Angeles,American Express,13908,10909,2016-1-17 00:00:00.000,2016.1.17 2:31,67,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Andrea Smith,Mrs.,Los Angeles,American Express,13908,10910,2016-9-12 00:00:00.000,2016.9.12 18:30,67,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Luke Bellantoni,Mr.,Los Angeles,American Express,13909,10911,2016-4-26 00:00:00.000,2016.4.26 12:18,NA,Complete,Phone,FirstTime,Gen_Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Wyman,Mr.,Los Angeles,Master Card,13910,10912,2016-2-11 00:00:00.000,2016-2-11 4:33:56.081,58,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Wyman,Mr.,Los Angeles,Master Card,13910,10913,2016-8-3 00:00:00.000,2016.8.3 15:33,58,Abandoned,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stephen Wyman,Mr.,Los Angeles,Master Card,13910,10914,2016-9-18 00:00:00.000,2016.9.18 15:35,58,In-Progress,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Wyman,Mr.,Los Angeles,Master Card,13910,10915,2016-2-12 00:00:00.000,2016.2.12 10:28,58,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Florine Clay,Mrs.,Los Angeles,American Express,13911,10916,2016-12-11 00:00:00.000,2016.12.11 21:13,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florine Clay,Mrs.,Los Angeles,American Express,13911,10917,2016-7-20 00:00:00.000,2016.7.20 1:52,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florine Clay,Mrs.,Los Angeles,American Express,13911,10918,2016-4-14 00:00:00.000,2016.4.14 9:18,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Florine Clay,Mrs.,Los Angeles,American Express,13911,10919,2016-3-23 00:00:00.000,2016.3.23 0:24,50,Abandoned,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nicole Shaw,Mrs.,Los Angeles,JCB,13912,10920,2016-9-21 00:00:00.000,2016-9-21 9:12:0.096,49,Cancelled,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole Shaw,Mrs.,Los Angeles,JCB,13912,10921,2016-12-18 00:00:00.000,2016.12.18 18:20,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nicole Shaw,Mrs.,Los Angeles,JCB,13912,10922,2016-12-21 00:00:00.000,2016.12.21 22:45,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole Shaw,Mrs.,Los Angeles,JCB,13912,10923,2016-12-6 00:00:00.000,2016.12.6 1:05,49,Abandoned,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nicole Shaw,Mrs.,Los Angeles,JCB,13912,10924,2016-4-5 00:00:00.000,2016.4.5 22:20,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tammie Campbell,Mrs.,Los Angeles,VISA,13913,10925,2016-7-25 00:00:00.000,2016.7.25 10:44,33,Abandoned,Phone,Occasional,Gen_Y,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opal Dejesus,Mrs.,Los Angeles,JCB,13914,10926,2016-12-23 00:00:00.000,2016.12.23 11:58,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Opal Dejesus,Mrs.,Los Angeles,JCB,13914,10927,2016-1-20 00:00:00.000,2016.1.20 22:16,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Opal Dejesus,Mrs.,Los Angeles,JCB,13914,10928,2016-11-6 00:00:00.000,2016.11.6 19:10,64,Abandoned,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Opal Dejesus,Mrs.,Los Angeles,JCB,13914,10929,2016-7-20 00:00:00.000,2016.7.20 5:00,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Opal Dejesus,Mrs.,Los Angeles,JCB,13914,10930,2016-9-11 00:00:00.000,2016.9.11 2:23,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Freeman,Master.,Los Angeles,Diners Club,13915,10931,2016-9-19 00:00:00.000,2016-9-19 18:6:39.050,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Freeman,Master.,Los Angeles,Diners Club,13915,10932,2016-2-16 00:00:00.000,2016.2.16 18:00,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Stacey Freeman,Master.,Los Angeles,Diners Club,13915,10933,2016-1-6 00:00:00.000,2016.1.6 12:35,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Freeman,Master.,Los Angeles,Diners Club,13915,10934,2016-9-5 00:00:00.000,2016.9.5 7:36,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Stacey Freeman,Master.,Los Angeles,Diners Club,13915,10935,2016-4-12 00:00:00.000,2016.4.12 19:12,50,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Beatrice Dykes,Mrs.,Los Angeles,Diners Club,13916,10936,2016-4-15 00:00:00.000,2016.4.15 8:57,21,Abandoned,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1
Beatrice Dykes,Mrs.,Los Angeles,Diners Club,13916,10937,2016-8-1 00:00:00.000,2016.8.1 10:07,21,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Beatrice Dykes,Mrs.,Los Angeles,Diners Club,13916,10938,2016-9-12 00:00:00.000,2016.9.12 20:41,21,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Gary Brooks,Mr.,Los Angeles,JCB,13917,10939,2016-8-18 00:00:00.000,2016.8.18 12:07,NA,Cancelled,Phone,Frequent,Gen_Z,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
Gary Brooks,Mr.,Los Angeles,JCB,13917,10940,2016-3-2 00:00:00.000,2016.3.2 21:11,NA,In-Progress,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
Gary Brooks,Mr.,Los Angeles,JCB,13917,10941,2016-10-2 00:00:00.000,2016.10.2 17:55,NA,In-Progress,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
Gary Brooks,Mr.,Los Angeles,JCB,13917,10942,2016-2-26 00:00:00.000,2016.2.26 4:58,NA,Complete,Desktop,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Watkin,Mrs.,Los Angeles,American Express,13918,10943,2016-4-8 00:00:00.000,2016.4.8 5:03,46,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Watkin,Mrs.,Los Angeles,American Express,13918,10944,2016-11-19 00:00:00.000,2016.11.19 6:58,46,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Barbara Sandoval,Mrs.,Los Angeles,Diners Club,13919,10945,2016-12-11 00:00:00.000,2016.12.11 14:12,70,In-Progress,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Barbara Sandoval,Mrs.,Los Angeles,Diners Club,13919,10946,2016-3-16 00:00:00.000,2016.3.16 21:46,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Barbara Sandoval,Mrs.,Los Angeles,Diners Club,13919,10947,2016-7-5 00:00:00.000,2016.7.5 10:54,70,Complete,Desktop,Frequent,Baby_Boomers,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Barbara Sandoval,Mrs.,Los Angeles,Diners Club,13919,10948,2016-4-21 00:00:00.000,2016.4.21 8:37,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Barbara Sandoval,Mrs.,Los Angeles,Diners Club,13919,10949,2016-6-21 00:00:00.000,2016.6.21 17:25,70,Complete,Phone,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Joy Golden,Mrs.,Los Angeles,JCB,13920,10950,2016-4-15 00:00:00.000,2016.4.15 12:14,73,Abandoned,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Joy Golden,Mrs.,Los Angeles,JCB,13920,10951,2016-9-7 00:00:00.000,2016.9.7 4:38,73,Complete,Desktop,Frequent,Baby_Boomers,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
Joy Golden,Mrs.,Los Angeles,JCB,13920,10952,2016-10-16 00:00:00.000,2016.10.16 12:54,73,Complete,Desktop,Frequent,Baby_Boomers,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Jimmie Hall,Mr.,Los Angeles,VISA,13921,10953,2016-11-10 00:00:00.000,2016.11.10 8:30,66,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Jimmie Hall,Mr.,Los Angeles,VISA,13921,10954,2016-3-14 00:00:00.000,2016.3.14 18:14,66,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Jimmie Hall,Mr.,Los Angeles,VISA,13921,10955,2016-10-27 00:00:00.000,2016.10.27 0:59,66,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
Alma Wardell,Mrs.,Los Angeles,JCB,13922,10956,2016-9-3 00:00:00.000,2016.9.3 9:20,63,Abandoned,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alma Wardell,Mrs.,Los Angeles,JCB,13922,10957,2016-2-21 00:00:00.000,2016.2.21 16:02,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Wardell,Mrs.,Los Angeles,JCB,13922,10958,2016-12-25 00:00:00.000,2016.12.25 10:59,63,Complete,Phone,Occasional,Baby_Boomers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Wardell,Mrs.,Los Angeles,JCB,13922,10959,2016-9-7 00:00:00.000,2016.9.7 5:43,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Wardell,Mrs.,Los Angeles,JCB,13922,10960,2016-1-8 00:00:00.000,2016-1-8 5:53:42.028,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mitchell Watson,Mr.,Los Angeles,Discover,13923,10961,2016-7-16 00:00:00.000,2016-7-16 17:25:0.068,47,Cancelled,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horace Muse,Mr.,Los Angeles,American Express,13924,10962,2016-11-8 00:00:00.000,2016.11.8 8:36,42,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Simon Thomas,Mr.,Los Angeles,Discover,13925,10963,2016-3-19 00:00:00.000,2016.3.19 21:20,77,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Simon Thomas,Mr.,Los Angeles,Discover,13925,10964,2016-12-12 00:00:00.000,2016.12.12 23:00,77,Complete,Desktop,Frequent,Baby_Boomers,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Simon Thomas,Mr.,Los Angeles,Discover,13925,10965,2016-12-11 00:00:00.000,2016.12.11 22:01,77,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
Randall Smith,Mr.,Los Angeles,Discover,13926,10966,2016-11-15 00:00:00.000,2016.11.15 15:10,27,In-Progress,Phone,FirstTime,Gen_Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Randall Smith,Mr.,Los Angeles,Discover,13926,10967,2016-2-28 00:00:00.000,2016.2.28 0:02,27,Complete,Phone,FirstTime,Gen_Y,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Randall Smith,Mr.,Los Angeles,Discover,13926,10968,2016-9-9 00:00:00.000,2016.9.9 16:31,27,In-Progress,Phone,FirstTime,Gen_Y,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Randall Smith,Mr.,Los Angeles,Discover,13926,10969,2016-2-28 00:00:00.000,2016.2.28 3:45,27,Complete,Phone,FirstTime,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Randall Smith,Mr.,Los Angeles,Discover,13926,10970,2016-8-13 00:00:00.000,2016.8.13 23:58,27,In-Progress,Phone,FirstTime,Gen_Y,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Barnes,Mrs.,Los Angeles,JCB,13927,10971,2016-10-25 00:00:00.000,2016.10.25 14:27,78,Complete,Desktop,Occasional,Baby_Boomers,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Myrtle Barnes,Mrs.,Los Angeles,JCB,13927,10972,2016-3-22 00:00:00.000,2016.3.22 10:06,78,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Myrtle Barnes,Mrs.,Los Angeles,JCB,13927,10973,2016-12-14 00:00:00.000,2016-12-14 12:34:2.098,78,Cancelled,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mimi Greene,Mrs.,Los Angeles,VISA,13928,10974,2016-2-10 00:00:00.000,2016.2.10 23:23,44,Cancelled,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimi Greene,Mrs.,Los Angeles,VISA,13928,10975,2016-8-15 00:00:00.000,2016.8.15 3:49,44,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodore Page,Mr.,Los Angeles,American Express,13929,10976,2016-4-27 00:00:00.000,2016.4.27 0:06,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Theodore Page,Mr.,Los Angeles,American Express,13929,10977,2016-2-4 00:00:00.000,2016.2.4 4:17,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Theodore Page,Mr.,Los Angeles,American Express,13929,10978,2016-12-22 00:00:00.000,2016.12.22 0:43,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Theodore Page,Mr.,Los Angeles,American Express,13929,10979,2016-2-13 00:00:00.000,2016.2.13 10:34,70,Cancelled,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
Theodore Page,Mr.,Los Angeles,American Express,13929,10980,2016-8-18 00:00:00.000,2016.8.18 2:27,70,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Louise Pless,Mrs.,Los Angeles,Discover,13930,10981,2016-1-18 00:00:00.000,2016.1.18 2:39,34,Abandoned,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise Pless,Mrs.,Los Angeles,Discover,13930,10982,2016-2-12 00:00:00.000,2016.2.12 11:24,34,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Louise Pless,Mrs.,Los Angeles,Discover,13930,10983,2016-1-10 00:00:00.000,2016.1.10 11:35,34,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Louise Pless,Mrs.,Los Angeles,Discover,13930,10984,2016-8-16 00:00:00.000,2016.8.16 19:44,34,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurie Fowler,Master.,Los Angeles,VISA,13931,10985,2016-11-19 00:00:00.000,2016-11-19 20:44:52.032,25,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Laurie Fowler,Master.,Los Angeles,VISA,13931,10986,2016-1-5 00:00:00.000,2016.1.5 2:25,25,Abandoned,Phone,Occasional,Gen_Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Terry Thurmond,Master.,Los Angeles,American Express,13932,10987,2016-11-22 00:00:00.000,2016.11.22 18:23,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Thurmond,Master.,Los Angeles,American Express,13932,10988,2016-3-17 00:00:00.000,2016.3.17 1:40,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Terry Thurmond,Master.,Los Angeles,American Express,13932,10989,2016-11-12 00:00:00.000,2016.11.12 1:06,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Terry Thurmond,Master.,Los Angeles,American Express,13932,10990,2016-4-12 00:00:00.000,2016.4.12 2:33,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Thurmond,Master.,Los Angeles,American Express,13932,10991,2016-11-4 00:00:00.000,2016.11.4 22:51,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
